latent_dim,val_mse,best_n_gmm,silhouette
8,0.017965808434975007,10,0.5120627420184114
16,0.017965809826544204,10,0.5089584873516295
32,0.017965810303034825,10,0.5231126404836762
64,0.017965809826544204,10,0.5234020807320594
