player_id,primary_cluster,prob_cluster_0,prob_cluster_1,prob_cluster_2,prob_cluster_3,prob_cluster_4,prob_cluster_5,prob_cluster_6,prob_cluster_7,prob_cluster_8,prob_cluster_9
333630,7,0.0,6.390764007354164e-53,0.0,2.947033100085029e-14,0.0,1.4809192578330046e-263,0.0,0.9999999999999716,0.0,0.0
333632,0,1.0,0.0,0.0,0.0,5.0897043803207515e-15,0.0,0.0,0.0,0.0,2.42967284939689e-201
333636,3,0.0,5.193858669366783e-167,0.0,1.0,0.0,0.0,0.0,3.781821256768245e-49,0.0,0.0
333745,2,0.0,0.0,1.0,5.657541439991724e-289,4.685743059654898e-129,1.776821336267459e-188,7.844718465214018e-29,0.0,1.5731090048143363e-49,2.0818592820638594e-67
333888,7,0.0,1.08629744227995e-07,0.0,4.72897164877377e-28,0.0,1.2639945487963248e-134,0.0,0.9999998913702571,0.0,0.0
333908,8,0.0,6.841971150703615e-172,2.431486717673289e-34,1.6213330339841807e-203,2.2041934825494972e-206,6.522092718256255e-57,2.3907074876265558e-173,0.0,1.0,1.378905390407555e-156
333909,9,4.366933343963658e-286,0.0,1.2588836937273328e-141,0.0,1.0783532547220101e-42,0.0,9.092237762545051e-35,0.0,4.651820524154183e-264,1.0
333913,2,0.0,1.119874314297989e-252,0.9999999999999929,2.95949219469752e-245,1.7429459531291437e-159,1.3794826350188402e-116,1.9182896394461913e-77,0.0,4.344177448914432e-15,1.1887251432164313e-100
333920,1,0.0,1.0,0.0,2.3889231864983043e-67,0.0,2.5271079059187866e-31,0.0,1.442156313358203e-56,1.6651770001115585e-150,0.0
606777,2,0.0,6.701550573286733e-286,1.0,4.541617007340352e-264,3.3335539604155244e-150,3.884709591171496e-144,1.4458262787085269e-58,0.0,3.510393357763358e-29,5.584781632095621e-90
620391,9,4.898127142167149e-308,0.0,7.951819908844302e-110,0.0,1.5471293571679262e-47,0.0,1.7589778902606526e-16,0.0,7.511059400975509e-227,1.0
620393,7,0.0,4.697749774099679e-35,0.0,2.3637566740235343e-22,0.0,1.700048057118858e-211,0.0,1.0,0.0,0.0
813279,1,0.0,1.0,0.0,3.4056665617722316e-70,0.0,6.092001068615375e-22,0.0,1.0664138825373047e-63,7.871865640417229e-132,0.0
11241,1,0.0,1.0,0.0,1.4787152414872697e-64,0.0,3.271921210648581e-40,0.0,3.123824658439524e-50,4.042740893679175e-166,0.0
18704,2,0.0,6.946244970214052e-278,1.0,7.163906093133167e-260,6.837762594654703e-153,2.0078909308775537e-137,3.054801073362151e-63,0.0,1.1173260382099943e-25,9.097391064063386e-93
19583,8,0.0,3.206314982706661e-106,2.643096880421407e-84,1.4929932262262295e-162,6.13084631743944e-249,3.063722394017022e-16,1.684217004830513e-285,7.85912167846248e-275,1.0,4.848831315833604e-213
36588,2,0.0,0.0,1.0,1.3419141675828959e-292,1.8291149724386082e-125,9.026314788967206e-196,7.896895482891397e-25,0.0,1.9525076469713617e-52,1.751138031610815e-63
36610,5,0.0,1.2690402639168792e-42,5.503360289817824e-224,7.238796759275371e-118,0.0,1.0,0.0,7.291546806734903e-159,2.8055271847287247e-47,0.0
36613,4,2.155757885283888e-121,0.0,0.0,0.0,1.0,0.0,4.3207347120613335e-300,0.0,0.0,4.754368901728526e-21
36621,6,0.0,0.0,3.81524105766738e-09,1.433e-320,8.921513955802056e-100,2.602671009243073e-252,0.9999999961847621,0.0,4.2237011808268383e-82,1.7709876627910042e-38
38017,2,0.0,0.0,1.0,5.8812467735065445e-292,2.3293081049954513e-126,2.1125686255409197e-193,5.613755843404258e-26,0.0,6.3564187884641645e-52,2.011404532345934e-64
43216,5,0.0,0.14038094921055172,0.0,7.238205838415084e-76,0.0,0.8596190507894527,0.0,9.883603044561358e-82,3.8698594322298915e-90,0.0
48744,8,0.0,1.0134094682953416e-137,6.885764308141156e-61,1.846651457165717e-183,7.782467446304014e-231,1.777708447140186e-35,2.1418719490027115e-231,1.7e-322,1.0,1.4047688581422076e-187
117897,1,0.0,1.0,0.0,3.170479155251572e-69,0.0,4.415517942794865e-25,0.0,3.335080351794632e-61,1.2444329891240262e-138,0.0
332829,8,0.0,4.795897700423346e-147,1.1175046115942743e-53,3.084710108638554e-189,1.007157948489617e-224,2.797109979707317e-41,1.9203267202763827e-215,0.0,1.0,1.5732197560030135e-179
332830,2,0.0,1.1971251079153707e-248,0.9999999999999432,4.226143862122945e-243,6.628085125452624e-161,3.4987913746830665e-113,7.670649064685221e-80,0.0,5.652341503881775e-14,1.2361585909057604e-102
332831,1,0.0,1.0,0.0,2.6525787893977654e-42,0.0,9.775900510182176e-91,0.0,3.0869225113544786e-16,3.6358082425710895e-258,0.0
332844,3,0.0,4.824338920691134e-104,0.0,1.0,0.0,0.0,0.0,2.5070711662844605e-15,0.0,0.0
332848,6,0.0,0.0,4.034226496625904e-08,4.670254e-318,1.6837032292809333e-100,2.8050893376544783e-248,0.9999999596577361,0.0,1.0191146581222717e-79,3.470802927809539e-39
332855,8,0.0,5.337794381922938e-209,3.079927082774429e-07,1.4063424431109468e-220,6.408062226286718e-175,8.466888633306247e-82,2.51483991406418e-111,0.0,0.9999996920072908,2.0661076878470129e-119
333748,8,0.0,6.532291532231156e-151,3.4181727062375915e-49,1.5469384476093953e-191,7.561472675097297e-222,1.3416658181005826e-43,6.951852587515015e-208,0.0,1.0,2.7364977547521316e-176
333903,0,1.0,0.0,0.0,0.0,9.23362213548336e-50,0.0,0.0,0.0,0.0,2.124122668e-314
333941,7,0.0,2.0071101221259398e-26,0.0,4.498703097003048e-25,0.0,9.193920393462251e-187,0.0,1.0,0.0,0.0
334239,8,0.0,1.2297501931967411e-194,1.0294839743628089e-17,1.6948571814147381e-214,1.0915250622582382e-187,5.004410673066372e-72,1.549944068515849e-135,0.0,1.0,3.37132210826771e-134
334791,8,0.0,6.146418588529018e-102,1.3963907610666076e-88,1.8298661897716703e-159,3.0094974862450163e-251,1.079748518099296e-13,6.077099025341687e-293,2.476508893504982e-268,0.9999999999998934,3.989858676955185e-216
337183,6,0.0,0.0,1.2294067920428781e-37,0.0,5.767058074862302e-89,9e-323,1.0,0.0,4.8535592792890015e-127,3.833384662154899e-30
337525,8,0.0,1.1539606774267406e-214,0.010100989447501593,4.773410814860705e-223,2.9973556472605306e-169,1.8090358526805917e-85,1.0557616613593194e-101,0.0,0.9898990105524975,4.8464562896853946e-113
592209,5,0.0,3.324085032949481e-29,2.778985645685011e-264,2.4629807685864407e-105,0.0,1.0,0.0,5.314191481253877e-133,2.7311892401203714e-62,0.0
795535,1,0.0,1.0,0.0,2.254015630185245e-51,0.0,2.429460150782377e-72,0.0,4.610995194345738e-28,1.5447851655910145e-225,0.0
813270,8,0.0,3.295560566973006e-159,9.623993424533426e-44,3.0148662820788187e-196,2.076001515630176e-216,5.82376181002349e-49,2.136035534826945e-194,0.0,1.0,4.510813387902258e-169
